ID,Key,Tgate,Tstep,Velo,SR,GR_SR,PhoV,Part,Dyn,Bar,TMDid,Remain,Check,Scale,Gate,Time,Step,SR_avg,n_SR,DifKey,
71,72,480,480, 56,1.16667,0.975,q,2,p,15,222,2,0,0,546,47702,560.0016,0.638098245833482,1.88213462247251,#,
72,73,120,240, 40,3.16667,1.21316,s,2,p,15,225,2,0,0,461,48262,760.0008,1.73197782760636,1,a,
73,73,240,240, 43,1.43333,1.09884,e,2,p,15,231,2,0,0,378,49022,343.9992,0.78394521047126,0.758722694703941,t,
74,70,480,480, 44,1.54792,0.862719,q,2,p,16,233,2,0,0,641,49366,743.0016,0.846619041108937,1.1063233242028,x,
75,77,480,480, 65,1.32083,1.07098,q,2,p,16,236,2,0,0,679,50109,633.9984,0.722414483996536,1.04731873140374,l,
76,75,480,480, 71,1.425,1.16082,q,2,p,16,240,2,0,0,794,50743,684,0.779389202013176,1,l,
77,78,480,480, 74,1.35208,1.14638,q,2,p,16,244,2,0,0,744,51427,648.9984,0.739506352461737,0.921417371753151,l,
78,77,240,240, 59,1.23333,1.34797,e,2,p,17,248,2,0,0,399,52076,295.9992,0.674557252293972,1.11148678780213,l,
79,73,240,240, 45,1.375,1.68485,e,2,p,17,251,2,0,0,556,52372,330,0.752042212468854,0.936363636363636,t,
80,72,240,240, 60,1.27917,1.20847,e,2,p,17,253,2,0,0,371,52702,307.0008,0.699628972308207,0.967424189122634,g,
81,70,240,240, 61,1.65,1.27778,e,2,p,17,257,2,0,0,506,53009,396,0.902450654962625,1.05555757575758,q,
82,72,480,480, 56,0.795833,1.13613,q,2,p,17,259,2,0,0,434,53405,381.99984,0.435272734600528,1.70157558181176,i,
83,73,120,360, 53,2.23056,0.635118,s,2,p,17,263,2,0,0,170,53787,803.0016,1.21998201995966,1,a,
84,73,120,120, 54,2.025,1.34568,s,2,p,17,269,2,0,0,327,54590,243,1.10755307654504,0.775718518518518,c,
85,70,480,480, 54,1.57083,1.04509,q,2,p,18,270,2,0,0,788,54833,753.9984,0.859149431718146,1.03978788283901,x,
86,75,480,480, 60,1.44375,1.11833,q,2,p,18,273,2,0,0,775,55587,693,0.789644323092297,1.02741471861472,l,
87,77,480,480, 64,1.45833,1.20714,q,2,p,18,277,2,0,0,845,56280,699.9984,0.797618705243421,1.04285724081655,l,
88,75,480,480, 59,1.82083,1.05835,q,2,p,18,281,2,0,0,925,56980,873.9984,0.995884379439755,0.887875309611551,l,
89,77,1440,1440, 58,1.87708,1.05697,b,2,mf,19,285,2,0,0,2857,57854,2702.9952,1.02664974267712,0.876803332836107,l,
90,75,480,480, 48,3.19583,1.103,q,2,mf,19,294,2,0,0,1692,60557,1533.9984,1.74792659190861,0.814864995947845,l,
91,77,360,360, 48,3.10556,1.07066,d,2,p,20,298,2,0,0,1197,62091,1118.0016,1.69855433698529,1.0840782338773,#,
92,73,120,120, 29,3.26667,1.2602,s,2,p,20,301,2,0,0,494,63209,392.0004,1.786671806695,0.491708681929916,e,
93,68,960,960, 37,1.60625,1.12776,h,2,p,20,302,2,0,0,1739,63601,1542,0.878522039111343,1.10765447470817,c,
94,70,480,480, 43,1.7375,1.22542,q,2,p,20,308,2,0,0,1022,65143,834,0.950307886665188,0.875297841726619,e,
95,72,1440,1440, 51,1.58125,1.07246,b,2,p,21,312,2,0,0,2442,65977,2277,0.864848544339182,0.872202371541502,f,
96,73,480,480, 49,1.51042,1.23448,q,2,p,21,320,2,0,0,895,68254,725.0016,0.826108798950696,0.96827372518902,h,
97,75,360,360, 61,1.85,1.0961,d,2,p,22,324,2,0,0,730,68979,666,1.01183861313991,1,i,
98,77,120,120, 55,2.64167,1.77603,s,2,p,22,328,2,0,0,563,69645,317.0004,1.44483443739098,1,i,
99,78,960,960, 52,1.42188,1.09377,h,2,p,22,330,2,0,0,1493,69962,1365.0048,0.77768274986561,1,h,
100,77,480,480, 52,1.49167,0.942737,q,2,mf,22,335,2,0,0,675,71327,716.0016,0.815853677871575,1,i,
101,77,720,3, 51,2.33333,0.675595,c,2,mf,23,339,2,0,0,1135,72043,6.99999,1.27619102226906,0.633035190050271,i,
102,68,240,480, 40,1.47708,1.95769,e,2,mf,23,340,2,0,0,694,72050,708.9984,0.807873826322542,1,h,
103,66,240,237, 35,1.62447,1.9314,e,2,mf,23,343,2,0,0,753,72759,384.99939,0.888487282101294,1,f,
104,75,240,240, 47,1.92083,1.23427,e,2,mf,23,345,2,0,0,569,73144,460.9992,1.0505783585284,0.930587298199216,s,
105,73,480,3, 33,4.66667,0.496875,q,2,mf,23,347,2,0,0,1113,73605,14.00001,2.55238751393602,0.452380391156863,h,
106,65,240,477, 28,2.11111,1.89868,e,2,mf,23,348,2,0,0,962,73619,1006.99947,1.15465006193827,1,d,
107,74,68,3, 30,3.33333,1.67206,0,2,p,23,351,2,0,0,379,74626,9.99999,1.82313081315549,1.26818226818227,h,
108,66,240,66, 26,4.22727,1.03297,e,2,p,23,352,2,0,0,1048,74636,278.99982,2.31206216982052,1,f,
109,75,68,69, 36,2.24638,1.41404,0,2,p,23,354,2,0,0,216,74915,155.00022,1.22863460745148,1.14193502435029,A,
110,76,68,69, 45,2.56522,1.38161,0,2,p,23,355,2,0,0,241,75070,177.00018,1.40302089037771,1.38983011203717,A,
111,77,68,69, 45,3.56522,0.92396,0,2,p,23,356,2,0,0,224,75247,246.00018,1.94996068126415,1.0798772586264,u,
112,80,68,69, 41,3.56522,1.02296,0,2,p,23,358,2,0,0,248,75493,246.00018,1.94996068126415,0.898373732897269,a,
113,79,68,69, 40,3.2029,1.06521,0,2,p,23,359,2,0,0,232,75739,221.0001,1.75179345623018,2,a,
114,78,68,69, 34,6.4058,1.03996,0,2,p,23,360,2,0,0,453,75960,442.0002,3.50358691246035,0.411519248181336,a,
115,77,360,360, 37,2.63611,1.09168,d,2,p,24,361,2,0,0,1036,76402,948.9996,1.44179345215365,0.997367332926168,#,
116,73,120,120, 27,2.725,1.37615,s,2,p,24,364,2,0,0,450,77351,327,1.49041093016555,0.601299082568807,e,
117,68,960,960, 34,1.63854,1.04959,h,2,p,24,365,2,0,0,1651,77678,1572.9984,0.896182724959066,0.958676626753085,c,
118,70,480,480, 36,1.89167,1.13767,q,2,p,24,371,2,0,0,1033,79251,908.0016,1.03462959422615,0.894273314055834,n,
119,72,1440,1440, 40,1.67431,1.08586,b,2,p,25,374,2,0,0,2618,80159,2411.0064,0.915746761279074,0.992946348047853,f,
120,73,480,480, 36,1.6125,1.12403,q,2,p,25,382,2,0,0,870,82570,774,0.881940412804384,0.974158139534884,h,
121,75,360,360, 44,2.00833,1.12033,d,2,p,26,386,2,0,0,810,83344,722.9988,1.09843559023096,1,i,
122,77,120,120, 44,2.725,1.14067,s,2,p,26,390,2,0,0,373,84067,327,1.49041093016555,1,i,
123,78,960,960, 42,1.67604,1.07893,h,2,p,26,392,2,0,0,1736,84394,1608.9984,0.916692967117308,1,h,
124,72,480,480, 37,2.14375,1.07094,q,2,mf,26,397,2,0,0,1102,86003,1029,1.1725021767128,1,i,
125,75,960,1920, 35,1.7849,1.49052,h,2,mf,27,400,2,0,0,2554,87032,3427.008,0.976232832753206,1,i,
126,56,240,240, 25,2.68333,0.959627,e,2,p,28,409,2,0,0,618,89814,643.9992,1.46761994907931,0.73602575903821,l,
127,56,240,240, 27,1.71458,1.05346,e,2,p,28,412,2,0,0,867,90450,411.4992,0.937772026658071,0.81895857877731,0,
128,56,240,240, 20,1.40417,1.16024,e,2,p,28,413,2,0,0,391,90933,337.0008,0.767996446169012,1.37981868292301,l,
129,56,240,240, 19,1.79167,0.374419,e,2,p,28,416,2,0,0,322,91367,430.0008,0.979935615137507,0.927905250408836,0,
130,56,240,240, 22,1.6625,0.957393,e,2,p,28,417,2,0,0,382,91735,399,0.909287402348705,1.01002706766917,g,
131,56,240,240, 29,1.66667,0.9975,e,2,p,28,420,2,0,0,798,92168,400.0008,0.911568141276702,1.02249995500009,0,
132,56,240,240, 23,1.70417,0.933985,e,2,p,28,421,2,0,0,382,92537,409.0008,0.932078383434943,0.943761479195151,h,
133,56,240,240, 31,1.58958,0.929227,e,2,p,28,424,2,0,0,709,92968,381.4992,0.869404552797266,1,0,
134,56,240,240, 21,1.58958,0.885976,e,2,p,29,425,2,0,0,338,93332,381.4992,0.869404552797266,1.9633047723298,l,
135,56,240,240, 37,1.575,1.11243,e,2,p,29,428,2,0,0,841,93716,378,0.861430170646142,1.03703492063492,0,
136,56,240,240, 22,1.63333,0.890306,e,2,p,29,429,2,0,0,349,94081,391.9992,0.893333168648548,0.900510001040819,l,
137,56,240,240, 38,1.4625,1.08689,e,2,p,29,432,2,0,0,763,94488,351,0.799899444171418,1,0,
138,56,240,240, 23,1.4625,0.994302,e,2,p,29,433,2,0,0,349,94826,351,0.799899444171418,2.19943247863248,e,
139,56,240,240, 42,1.49167,1.18575,e,2,p,29,436,2,0,0,849,95198,358.0008,0.815853677871575,0.921785649641006,0,
140,56,240,240, 23,1.375,0.987879,e,2,p,29,437,2,0,0,326,95598,330,0.752042212468854,1.10605818181818,g,
141,56,240,240, 34,1.50208,0.916782,e,2,p,29,440,2,0,0,661,95933,360.4992,0.821547321094703,0.990293459735833,0,
142,56,240,240, 22,1.4875,0.882353,e,2,p,30,441,2,0,0,315,96293,357,0.813572938943579,1.03361344537815,g,
143,56,240,240, 44,1.48958,1.11049,e,2,p,30,444,2,0,0,794,96656,357.4992,0.814710573708622,0.962237677734664,0,
144,56,240,240, 22,1.43333,0.912791,e,2,p,30,445,2,0,0,314,97019,343.9992,0.78394521047126,1.11047002434889,e,
145,56,240,240, 36,1.61042,1.18241,e,2,p,30,448,2,0,0,914,97373,386.5008,0.88080277803934,1.00905353882838,0,
146,56,240,240, 24,1.625,0.897436,e,2,p,30,449,2,0,0,350,97745,390,0.888777160190464,0.928203076923077,d,
147,56,240,240, 43,1.5,1.10972,e,2,p,30,452,2,0,0,799,98148,360,0.820409686329659,1.01111333333333,0,
148,56,240,240, 24,1.51667,0.868132,e,2,p,30,453,2,0,0,316,98497,364.0008,0.829527172643736,1.04670099626155,e,
149,56,240,240, 41,1.71667,0.907767,e,2,p,30,456,2,0,0,748,98874,412.0008,0.938915130821024,0.922326364414826,0,
150,56,240,240, 23,1.58333,0.881579,e,2,p,31,457,2,0,0,335,99242,379.9992,0.865986179104226,1.22368678670902,e,
151,56,240,240, 45,1.4725,1.0365,e,2,mf,31,460,2,0,0,3663,99668,353.4,0.805368842080282,1,0,
152,56,240,240, 23,1.4725,0.959253,e,2,mf,31,461,2,0,0,339,100087,353.4,0.805368842080282,1.04131069609508,0,
153,56,240,240, 23,1.53333,0.921196,e,2,mf,31,462,2,0,0,339,100087,367.9992,0.838639189559904,0.970110804588706,0,
154,56,240,240, 22,1.4875,0.941176,e,2,mf,31,463,2,0,0,336,100455,357,0.813572938943579,0.899159663865546,0,
155,56,240,240, 24,1.3375,0.975078,e,2,mf,31,464,2,0,0,313,100812,321,0.731531970310613,1.12461308411215,0,
156,56,240,240, 24,1.50417,0.878116,e,2,mf,31,465,2,0,0,317,101133,361.0008,0.822690425257655,0.980607245191701,0,
157,56,240,240, 24,1.475,0.872881,e,2,mf,31,466,2,0,0,309,101494,354,0.806736191557498,0.963274576271186,0,
158,56,240,240, 24,1.42083,0.894428,e,2,mf,32,467,2,0,0,305,101848,340.9992,0.77710846308518,1.01466748309087,0,
159,56,240,240, 25,1.44167,0.936416,e,2,mf,32,468,2,0,0,324,102189,346.0008,0.788506688327253,1.01155604264499,0,
160,56,240,240, 22,1.45833,0.891429,e,2,mf,32,469,2,0,0,312,102535,349.9992,0.797618705243421,1.06571900735773,d,
161,56,240,240, 36,1.48125,1.13502,e,2,mf,32,472,2,0,0,807,103212,355.5,0.810154565250538,1.87904135021097,0,
162,56,240,240, 24,2.78333,0.444611,e,2,mf,32,473,2,0,0,297,103258,667.9992,1.52231392816795,0.53592998314968,e,
163,56,240,240, 38,1.50833,1.0953,e,2,mf,32,476,2,0,0,793,103940,361.9992,0.824965694787743,0.953040780200619,0,
164,56,240,240, 24,1.4375,0.936232,e,2,mf,32,477,2,0,0,323,104284,345,0.786225949399257,0.991304347826087,g,
165,56,240,240, 29,1.42917,1.02332,e,2,mf,32,480,2,0,0,702,104660,343.0008,0.781669940941173,1.06122434699861,0,
166,56,240,240, 22,1.51667,0.917582,e,2,mf,33,481,2,0,0,334,104971,364.0008,0.829527172643736,0.980767075237197,e,
167,56,240,240, 47,1.51458,1.06052,e,2,mf,33,484,2,0,0,771,105349,363.4992,0.828384068480783,0.962860991165868,0,
168,56,240,240, 22,1.45833,0.934286,e,2,mf,33,485,2,0,0,327,105692,349.9992,0.797618705243421,0.99714742205125,g,
169,56,240,240, 40,1.33958,1.13997,e,2,mf,33,488,2,0,0,733,106071,321.4992,0.732669605075656,1,0,
170,56,240,240, 22,1.33958,0.979782,e,2,mf,33,489,2,0,0,315,106391,321.4992,0.732669605075656,1.06376625509488,h,
171,56,240,240, 40,1.43125,1.09607,e,2,mf,33,492,2,0,0,753,106715,343.5,0.782807575706216,1.00728034934498,0,
172,56,240,240, 24,1.44167,0.956647,e,2,mf,33,493,2,0,0,331,106733,346.0008,0.788506688327253,0.933521540990657,g,
173,56,240,240, 24,1.39375,0.443946,e,2,mf,33,496,2,0,0,297,107406,334.5,0.762297333547975,0.962633183856502,0,
174,56,240,240, 40,1.34167,2.24224,e,2,mf,34,497,2,0,0,722,107402,322.0008,0.733812709238609,1.06210916246171,h,
175,56,240,240, 50,1.43333,1.14971,e,2,p,34,500,2,0,0,791,108055,343.9992,0.78394521047126,1.05814432126586,0,
176,56,240,240, 22,1.51667,0.925824,e,2,p,34,501,2,0,0,337,108066,364.0008,0.829527172643736,0.950549559231738,g,
177,56,240,240, 49,1.4625,1.05556,e,2,p,34,504,2,0,0,741,108756,351,0.799899444171418,0.985757264957265,0,
178,56,240,240, 24,1.44167,0.919075,e,2,p,34,505,2,0,0,318,108776,346.0008,0.788506688327253,1.02889704301262,e,
179,56,240,240, 52,1.60417,1.30649,e,2,p,34,508,2,0,0,1006,109450,385.0008,0.8773844043463,1.81558064294931,0,
180,56,240,240, 22,2.9125,0.450644,e,2,p,34,509,2,0,0,315,109478,699,1.59296214095675,0.625177682403433,d,
181,56,240,240, 37,1.7375,1.22062,e,2,mf,34,512,2,0,0,1018,110220,417,0.950307886665188,1.06954244604317,0,
182,56,240,240, 20,1.85833,0.94843,e,2,p,35,513,2,0,0,423,110614,445.9992,1.016394621598,1.01345293892904,e,
183,68,240,240, 36,1.56615,0.869638,e,2,p,35,516,2,0,0,2615,111062,375.876,0.856589753496797,0.971062797305494,l,
184,68,240,240, 17,1.52083,0.854795,e,2,p,35,518,2,0,0,312,111531,364.9992,0.831802442173823,0.893150450740714,l,
185,68,240,240, 22,1.35833,0.852761,e,2,p,35,520,2,0,0,278,111892,325.9992,0.742924726154777,1.03374732207932,l,
186,68,240,240, 24,1.40417,0.821958,e,2,p,35,522,2,0,0,277,112214,337.0008,0.767996446169012,0.982195887962284,l,
187,68,240,240, 22,1.37917,0.81571,e,2,p,35,524,2,0,0,270,112548,331.0008,0.754322951396851,1.04531711101605,l,
188,68,240,240, 25,1.44167,0.83815,e,2,p,35,526,2,0,0,290,112874,346.0008,0.788506688327253,1.04046002205775,l,
189,68,240,240, 23,1.5,0.919444,e,2,p,35,528,2,0,0,331,113220,360,0.820409686329659,1.275,l,
190,68,240,240, 24,1.9125,0.921569,e,2,p,36,530,2,0,0,423,113581,459,1.04602235007032,0.901960784313726,l,
191,68,240,240, 41,1.61875,1.12098,e,2,p,36,534,2,0,0,871,114054,388.5,0.885358786497424,0.967827027027027,l,
192,68,240,240, 25,1.56667,0.827128,e,2,p,36,536,2,0,0,311,114465,376.0008,0.856874162188058,0.97871919421448,l,
193,68,240,240, 50,1.59583,1.05352,e,2,p,36,540,2,0,0,807,114833,382.9992,0.872822926490307,0.984334170932994,l,
194,68,240,240, 24,1.57083,0.938992,e,2,p,36,542,2,0,0,354,115202,376.9992,0.859149431718146,1.22546679144147,g,
195,68,240,240, 44,1.675,1.0597,e,2,p,36,547,2,0,0,852,115624,402,0.916124149734786,0.905474626865672,l,
196,68,240,240, 41,1.51667,0.906593,e,2,p,36,549,2,0,0,330,116048,364.0008,0.829527172643736,1.1510941734194,h,
197,68,240,240, 46,1.53542,0.95251,e,2,p,36,554,2,0,0,702,116404,368.5008,0.839782293722857,1,l,
198,68,240,240, 34,1.53542,0.925373,e,2,p,37,556,2,0,0,341,116816,368.5008,0.839782293722857,0.968790298419976,l,
199,68,240,240, 44,1.4875,1.09524,e,2,p,37,560,2,0,0,782,117142,357,0.813572938943579,0.988793277310924,l,
